key,item
 1035- 1092- 13,1423
 1035- 1092- 13,840
 169- 1075- 13,20
 2198- 1075- 13,1525
 2198- 1075- 13,1049
 7262- 1075- 13,34
 3759- 1075- 13,1455
 3759- 1075- 13,433
 3759- 1075- 13,1209
 3759- 1075- 13,440
 7269- 1075- 13,1157
 7269- 1075- 13,575
 7269- 1075- 13,764
 7269- 1075- 13,1340
 7269- 1075- 13,26
 7269- 1075- 13,1268
 7292- 1075- 13,625
 7292- 1075- 13,614
 7292- 1075- 13,232
 7292- 1075- 13,236
 7292- 1075- 13,1051
 7292- 1075- 13,1307
 2638- 1075- 13,189
 2638- 1075- 13,1165
 2638- 1075- 13,1354
 2638- 1075- 13,372
 2638- 1075- 13,616
 2638- 1075- 13,300
 2638- 1075- 13,1248
 3325- 1075- 13,48
 3325- 1075- 13,424
 3325- 1075- 13,853
 3325- 1075- 13,297
 3325- 1075- 13,820
 9648- 1075- 13,391
 9648- 1075- 13,953
 9648- 1075- 13,1556
 9648- 1075- 13,574
 9648- 1075- 13,404
 9648- 1075- 13,87
 9648- 1075- 13,1036
 9648- 1075- 13,1306
 8473- 1075- 13,987
 8473- 1075- 13,1110
 8473- 1075- 13,328
 8473- 1075- 13,1116
 8473- 1075- 13,1453
 8473- 1075- 13,1270
 8473- 1075- 13,261
 1773- 1075- 13,1019
 1773- 1075- 13,996
 1773- 1075- 13,1478
 1773- 1075- 13,30
 9584- 1075- 13,523
 9584- 1075- 13,899
 439- 1075- 13,57
 439- 1075- 13,739
 439- 1075- 13,250
 439- 1075- 13,573
 1490- 1075- 13,223
 1490- 1075- 13,240
 1490- 1075- 13,190
 4465- 1075- 13,668
 4465- 1075- 13,125
 4465- 1075- 13,1340
 4465- 1075- 13,398
 3463- 1075- 13,1540
 4431- 1075- 13,951
 4431- 1075- 13,835
 4431- 1075- 13,1184
 4431- 1075- 13,136
 5903- 1075- 13,189
 5903- 1075- 13,1537
 5903- 1075- 13,196
 5903- 1075- 13,1105
 8373- 1075- 13,622
 8373- 1075- 13,239
 8373- 1075- 13,1387
 8373- 1075- 13,645
 3681- 1075- 13,22
 3681- 1075- 13,118
 3681- 1075- 13,561
 3681- 1075- 13,1204
 3681- 1075- 13,1247
 3681- 1075- 13,1530
 3681- 1075- 13,268
 2075- 1075- 13,293
 2075- 1075- 13,430
 2075- 1075- 13,846
 2075- 1075- 13,1156
 2075- 1075- 13,226
 750- 1075- 13,1465
 750- 1075- 13,417
 750- 1075- 13,860
 750- 1075- 13,1502
 750- 1075- 13,1132
 750- 1075- 13,1415
 3882- 1075- 13,360
 3882- 1075- 13,1442
 3882- 1075- 13,899
 3882- 1075- 13,970
 7274- 1075- 13,541
 7274- 1075- 13,878
 7274- 1075- 13,695
 7274- 1075- 13,1244
 7274- 1075- 13,741
 7274- 1075- 13,1423
 7274- 1075- 13,935
 6932- 1075- 13,988
 6932- 1075- 13,1071
 6932- 1075- 13,822
 6932- 1075- 13,12
 6932- 1075- 13,882
 6932- 1075- 13,245
 6932- 1075- 13,183
 4783- 1075- 13,699
 4783- 1075- 13,1208
 4783- 1075- 13,1238
 3681- 1075- 13,1223
 3681- 1075- 13,1173
 3681- 1075- 13,1323
 3681- 1075- 13,873
 3681- 1075- 13,663
 3681- 1075- 13,880
 9584- 1075- 13,787
 9584- 1075- 13,1310
 9584- 1075- 13,887
 9584- 1075- 13,1010
 9584- 1075- 13,228
 9584- 1075- 13,1430
 9584- 1075- 13,1353
 9032- 1075- 13,1179
 9032- 1075- 13,530
 9032- 1075- 13,919
 9032- 1075- 13,896
 9032- 1075- 13,1378
 3271- 1075- 13,989
 3271- 1075- 13,1511
 3271- 1075- 13,1089
 3271- 1075- 13,1212
 3271- 1075- 13,430
 3271- 1075- 13,1218
 3271- 1075- 13,1555
 3271- 1075- 13,1372
 7521- 1075- 13,520
 7521- 1075- 13,604
 7521- 1075- 13,354
 1093- 1075- 13,1111
 1093- 1075- 13,369
 1093- 1075- 13,625
 1093- 1075- 13,1001
 1093- 1075- 13,285
 1093- 1075- 13,874
 2304- 1075- 13,1151
 2304- 1075- 13,1394
 2304- 1075- 13,1078
 2304- 1075- 13,468
 398- 1075- 13,615
 398- 1075- 13,272
 398- 1075- 13,888
 398- 1075- 13,599
 398- 1075- 13,322
 398- 1075- 13,738
 4583- 1075- 13,364
 4583- 1075- 13,1007
 6462- 1075- 13,1377
 6462- 1075- 13,767
 4431- 1075- 13,497
 9648- 1075- 13,1043
 9648- 1075- 13,914
 9648- 1075- 13,571
 9648- 1075- 13,1187
 9648- 1075- 13,898
 9648- 1075- 13,621
 9648- 1075- 13,1037
 9648- 1075- 13,1347
 9825- 1075- 13,1463
 9825- 1075- 13,482
 9825- 1075- 13,311
 9825- 1075- 13,1262
 9825- 1075- 13,652
 4589- 1075- 13,823
 4589- 1075- 13,1239
 4589- 1075- 13,1549
 4589- 1075- 13,619
 3599- 1075- 13,1126
 3599- 1075- 13,304
 3599- 1075- 13,67
 6733- 1075- 13,610
 6733- 1075- 13,294
 6733- 1075- 13,1242
 780- 1075- 13,520
 780- 1075- 13,976
 780- 1075- 13,753
 780- 1075- 13,277
 780- 1075- 13,1292
 780- 1075- 13,1363
 780- 1075- 13,421
 2617- 1075- 13,125
 2617- 1075- 13,169
 2617- 1075- 13,452
 2617- 1075- 13,1161
 2617- 1075- 13,1005
 2617- 1075- 13,329
 2617- 1075- 13,385
 2617- 1075- 13,1361
 7455- 1075- 13,376
 7455- 1075- 13,632
 7455- 1075- 13,1008
 7455- 1075- 13,293
 7455- 1075- 13,882
 7455- 1075- 13,260
 9668- 1075- 13,1110
 9668- 1075- 13,794
 9668- 1075- 13,185
 9668- 1075- 13,41
 9668- 1075- 13,58
 7752- 1075- 13,764
 7752- 1075- 13,248
 7752- 1075- 13,238
 5899- 1075- 13,554
 8668- 1075- 13,1390
 8668- 1075- 13,1486
 8668- 1075- 13,371
 8668- 1075- 13,1014
 8668- 1075- 13,1058
 8668- 1075- 13,1341
 8473- 1075- 13,1121
 8473- 1075- 13,644
 8473- 1075- 13,101
 8473- 1075- 13,172
 8473- 1075- 13,788
 8473- 1075- 13,85
 8473- 1075- 13,222
 9929- 1075- 13,1110
 9929- 1075- 13,261
 9929- 1075- 13,105
 9929- 1075- 13,987
 9929- 1075- 13,1044
 7243- 1075- 13,153
 7243- 1075- 13,1234
 7243- 1075- 13,691
 3243- 1075- 13,1540
 3243- 1075- 13,918
 3243- 1075- 13,82
 3243- 1075- 13,619
 3243- 1075- 13,1394
 7915- 1075- 13,65
 7915- 1075- 13,308
 7915- 1075- 13,1550
 7915- 1075- 13,940
 7915- 1075- 13,797
 7915- 1075- 13,813
 8843- 1075- 13,518
 8843- 1075- 13,1333
 8843- 1075- 13,31
 484- 1066- 13,1057
 484- 1066- 13,1233
 484- 1066- 13,1117
 484- 1066- 13,1466
 3647- 1066- 13,824
 3647- 1066- 13,374
 3647- 1066- 13,164
 3647- 1066- 13,381
 3854- 1066- 13,526
 3854- 1066- 13,516
 3854- 1066- 13,133
 3854- 1066- 13,1281
 3854- 1066- 13,539
 3854- 1066- 13,1208
 6288- 1066- 13,1552
 6288- 1066- 13,555
 6288- 1066- 13,1158
 6288- 1066- 13,177
 6288- 1066- 13,6
 6288- 1066- 13,1248
 2808- 1066- 13,702
 7733- 1066- 13,1045
 7733- 1066- 13,490
 3113- 1066- 13,821
 3113- 1066- 13,1557
 1347- 1066- 13,1380
 1347- 1066- 13,1437
 1347- 1066- 13,854
 217- 1066- 13,695
 217- 1066- 13,1178
 217- 1066- 13,1288
 217- 1066- 13,1371
 5958- 1066- 13,502
 5958- 1066- 13,1344
 4961- 1066- 13,342
 4961- 1066- 13,1411
 4961- 1066- 13,175
 4961- 1066- 13,352
 4961- 1066- 13,236
 4961- 1066- 13,585
 8843- 1066- 13,1076
 8843- 1066- 13,1159
 8843- 1066- 13,910
 8843- 1066- 13,100
 8843- 1066- 13,970
 8843- 1066- 13,333
 8843- 1066- 13,271
 1253- 1066- 13,884
 1253- 1066- 13,1393
 1253- 1066- 13,1423
 8976- 1066- 13,141
 8976- 1066- 13,91
 3046- 1066- 13,1500
 3046- 1066- 13,690
 4695- 1066- 13,1502
 4695- 1066- 13,1491
 4695- 1066- 13,1108
 1330- 1066- 13,160
 1330- 1066- 13,842
 4690- 1066- 13,1331
 4690- 1066- 13,1175
 4690- 1066- 13,499
 4690- 1066- 13,969
 4690- 1066- 13,1531
 4690- 1066- 13,576
 8749- 1066- 13,324
 8749- 1066- 13,740
 4629- 1066- 13,430
 4629- 1066- 13,7
 4629- 1066- 13,130
 4629- 1066- 13,906
 4629- 1066- 13,136
 4629- 1066- 13,473
 4629- 1066- 13,290
 4629- 1066- 13,839
 6087- 1066- 13,692
 6087- 1066- 13,442
 6087- 1066- 13,1191
 6087- 1066- 13,88
 1529- 1066- 13,631
 1529- 1066- 13,1353
 1529- 1066- 13,332
 1529- 1066- 13,1108
 1529- 1066- 13,338
 1529- 1066- 13,675
 1529- 1066- 13,492
 2086- 1066- 13,1384
 2086- 1066- 13,629
 2086- 1066- 13,606
 2086- 1066- 13,1088
 2086- 1066- 13,785
 1142- 1066- 13,930
 1142- 1066- 13,94
 1142- 1066- 13,631
 1142- 1066- 13,993
 1142- 1066- 13,637
 1142- 1066- 13,560
 1142- 1066- 13,377
 1142- 1066- 13,926
 8207- 1066- 13,1070
 8207- 1066- 13,820
 8207- 1066- 13,11
 8207- 1066- 13,880
 8207- 1066- 13,341
 944- 1066- 13,1150
 944- 1066- 13,967
 944- 1066- 13,1516
 944- 1066- 13,1427
 944- 1066- 13,551
 944- 1066- 13,1206
 944- 1066- 13,384
 9032- 1066- 13,1368
 9032- 1066- 13,1119
 9032- 1066- 13,310
 9032- 1066- 13,765
 9032- 1066- 13,543
 9032- 1066- 13,66
 9032- 1066- 13,1081
 1266- 1066- 13,898
 1266- 1066- 13,1341
 1266- 1066- 13,425
 1304- 1066- 13,9
 465- 1066- 13,991
 465- 1066- 13,1474
 465- 1066- 13,26
 465- 1066- 13,109
 465- 1066- 13,1417
 465- 1066- 13,608
 5899- 1066- 13,556
 4507- 1066- 13,978
 4507- 1066- 13,1488
 4507- 1066- 13,373
 4507- 1066- 13,602
 8504- 1066- 13,15
 8504- 1066- 13,510
 8504- 1066- 13,1313
 8504- 1066- 13,1290
 8504- 1066- 13,214
 8504- 1066- 13,1469
 8504- 1066- 13,1552
 941- 1066- 13,936
 941- 1066- 13,447
 619- 1066- 13,1366
 619- 1066- 13,690
 619- 1066- 13,1160
 5924- 1066- 13,345
 5924- 1066- 13,1466
 5924- 1066- 13,391
 5924- 1066- 13,501
 5924- 1066- 13,584
 5924- 1066- 13,334
 1193- 1066- 13,93
 1193- 1066- 13,642
 4623- 1066- 13,1146
 4623- 1066- 13,1428
 4623- 1066- 13,166
 4623- 1066- 13,10
 4623- 1066- 13,892
 4623- 1066- 13,1362
 6087- 1066- 13,1185
 6087- 1066- 13,482
 6087- 1066- 13,619
 6087- 1066- 13,1035
 2251- 1066- 13,1143
 2251- 1066- 13,267
 2251- 1066- 13,922
 2251- 1066- 13,101
 2251- 1066- 13,1422
 2251- 1066- 13,1305
 2251- 1066- 13,97
 7359- 1066- 13,481
 7365- 1066- 13,918
 7365- 1066- 13,1334
 7365- 1066- 13,1230
 7365- 1066- 13,714
 7365- 1066- 13,1118
 8091- 1066- 13,808
 8091- 1066- 13,1251
 6237- 1066- 13,705
 6237- 1066- 13,389
 6237- 1066- 13,1338
 1330- 1066- 13,202
 1330- 1066- 13,1071
 1330- 1066- 13,435
 1330- 1066- 13,372
 1330- 1066- 13,1388
 1330- 1066- 13,1044
 8467- 1066- 13,90
 8467- 1066- 13,1532
 8467- 1066- 13,323
 8467- 1066- 13,833
 8467- 1066- 13,862
 8467- 1066- 13,1505
 8467- 1066- 13,1548
 8467- 1066- 13,273
 3130- 1066- 13,190
 3130- 1066- 13,1232
 3130- 1066- 13,1222
 3130- 1066- 13,839
 3130- 1066- 13,429
 3130- 1066- 13,1245
 3130- 1066- 13,357
 2856- 1066- 13,809
 2856- 1066- 13,493
 2856- 1066- 13,1442
 2856- 1066- 13,154
 2856- 1066- 13,171
 2808- 1066- 13,489
 2808- 1066- 13,1117
 5958- 1066- 13,1128
 5958- 1066- 13,345
 5958- 1066- 13,1134
 5958- 1066- 13,1471
 5958- 1066- 13,1288
 5958- 1066- 13,279
 3529- 1066- 13,1264
 3529- 1066- 13,1468
 3529- 1066- 13,126
 3529- 1066- 13,1035
 1548- 1066- 13,553
 1548- 1066- 13,1314
 4938- 1066- 13,166
 4938- 1066- 13,503
 4938- 1066- 13,320
 4938- 1066- 13,578
 4938- 1066- 13,74
 2246- 1066- 13,257
 2246- 1066- 13,207
 7446- 1066- 13,155
 7446- 1066- 13,904
 7446- 1066- 13,215
 274- 1076- 13,451
 274- 1076- 13,827
 9401- 1076- 13,82
 9401- 1076- 13,764
 2151- 1076- 13,109
 2151- 1076- 13,1097
 2151- 1076- 13,421
 2151- 1076- 13,891
 2151- 1076- 13,308
 3882- 1076- 13,571
 3882- 1076- 13,442
 3882- 1076- 13,98
 3882- 1076- 13,714
 3882- 1076- 13,425
 3882- 1076- 13,148
 7940- 1076- 13,1305
 7940- 1076- 13,190
 7940- 1076- 13,833
 7940- 1076- 13,876
 7940- 1076- 13,1159
 7940- 1076- 13,1455
 439- 1076- 13,869
 439- 1076- 13,327
 439- 1076- 13,397
 439- 1076- 13,1013
 439- 1076- 13,310
 439- 1076- 13,447
 439- 1076- 13,863
 5230- 1076- 13,195
 5230- 1076- 13,39
 5230- 1076- 13,921
 5230- 1076- 13,978
 5230- 1076- 13,395
 5230- 1076- 13,998
 169- 1076- 13,649
 169- 1076- 13,1065
 169- 1076- 13,961
 2968- 1076- 13,896
 2968- 1076- 13,713
 2968- 1076- 13,1262
 2968- 1076- 13,759
 9032- 1076- 13,436
 9032- 1076- 13,120
 8091- 1076- 13,729
 8091- 1076- 13,1212
 8091- 1076- 13,908
 8091- 1076- 13,991
 9025- 1076- 13,245
 9025- 1076- 13,1087
 9025- 1076- 13,118
 9025- 1076- 13,1054
 9025- 1076- 13,218
 9025- 1076- 13,754
 9025- 1076- 13,1116
 9823- 1076- 13,891
 9823- 1076- 13,681
 9823- 1076- 13,897
 9823- 1076- 13,248
 9823- 1076- 13,1051
 9823- 1076- 13,614
 9823- 1076- 13,1097
 1575- 1076- 13,82
 1575- 1076- 13,1550
 1575- 1076- 13,675
 1575- 1076- 13,1330
 1575- 1076- 13,508
 1575- 1076- 13,685
 4413- 1076- 13,816
 4413- 1076- 13,1299
 4413- 1076- 13,1409
 4413- 1076- 13,1492
 4413- 1076- 13,1242
 8844- 1076- 13,1229
 8844- 1076- 13,447
 8844- 1076- 13,1236
 8844- 1076- 13,14
 8844- 1076- 13,1389
 8844- 1076- 13,380
 3706- 1076- 13,1269
 3706- 1076- 13,1473
 3706- 1076- 13,131
 3706- 1076- 13,1040
 2075- 1076- 13,266
 2075- 1076- 13,1027
 2075- 1076- 13,1031
 2075- 1076- 13,289
 2075- 1076- 13,545
 2075- 1076- 13,921
 2075- 1076- 13,206
 5685- 1076- 13,486
 5685- 1076- 13,342
 5685- 1076- 13,359
 5685- 1076- 13,309
 5685- 1076- 13,459
 5685- 1076- 13,10
 2373- 1076- 13,1317
 2373- 1076- 13,602
 2373- 1076- 13,1190
 2373- 1076- 13,568
 2373- 1076- 13,1290
 7132- 1076- 13,701
 7132- 1076- 13,891
 7132- 1076- 13,1467
 7132- 1076- 13,152
 7132- 1076- 13,1394
 7132- 1076- 13,785
 7132- 1076- 13,641
 5257- 1076- 13,1519
 5257- 1076- 13,389
 5257- 1076- 13,1392
 5257- 1076- 13,356
 5257- 1076- 13,1492
 5257- 1076- 13,57
 1266- 1076- 13,670
 1266- 1076- 13,940
 1266- 1076- 13,957
 1266- 1076- 13,907
 1266- 1076- 13,1056
 1266- 1076- 13,607
 1266- 1076- 13,397
 504- 1076- 13,647
 504- 1076- 13,1423
 504- 1076- 13,653
 8644- 1076- 13,1437
 8644- 1076- 13,588
 8644- 1076- 13,432
 8644- 1076- 13,1314
 8644- 1076- 13,1371
 8644- 1076- 13,788
 1916- 1076- 13,905
 3360- 1076- 13,546
 3360- 1076- 13,1361
 3360- 1076- 13,59
 9286- 1076- 13,109
 9286- 1076- 13,286
 9286- 1076- 13,170
 9286- 1076- 13,519
 9286- 1076- 13,1029
 9286- 1076- 13,1472
 9286- 1076- 13,143
 8976- 1076- 13,1220
 8976- 1076- 13,877
 4556- 1076- 13,261
 3388- 1076- 13,48
 3388- 1076- 13,1250
 3388- 1076- 13,1174
 3388- 1076- 13,991
 3388- 1076- 13,1540
 3388- 1076- 13,1450
 3388- 1076- 13,574
 6237- 1076- 13,1490
 6237- 1076- 13,42
 6237- 1076- 13,125
 6237- 1076- 13,1434
 6237- 1076- 13,624
 6237- 1076- 13,1494
 9863- 1076- 13,94
 9863- 1076- 13,776
 2373- 1076- 13,1265
 2373- 1076- 13,1109
 2373- 1076- 13,433
 2373- 1076- 13,903
 2373- 1076- 13,1465
 4508- 1076- 13,680
 4508- 1076- 13,137
 4508- 1076- 13,208
 4508- 1076- 13,823
 4508- 1076- 13,120
 4508- 1076- 13,258
 7576- 1076- 13,147
 7576- 1076- 13,590
 7576- 1076- 13,1233
 7576- 1076- 13,863
 7576- 1076- 13,836
 7576- 1076- 13,1546
 346- 1076- 13,863
 346- 1076- 13,320
 346- 1076- 13,391
 346- 1076- 13,1007
 346- 1076- 13,304
 346- 1076- 13,441
 346- 1076- 13,857
 8367- 1076- 13,578
 8367- 1076- 13,422
 8367- 1076- 13,1304
 8367- 1076- 13,1360
 8367- 1076- 13,777
 8367- 1076- 13,967
 8367- 1076- 13,1252
 7274- 1076- 13,143
 7274- 1076- 13,147
 7274- 1076- 13,962
 7721- 1076- 13,1043
 7721- 1076- 13,1365
 7721- 1076- 13,1542
 7721- 1076- 13,1426
 7721- 1076- 13,217
 7721- 1076- 13,727
 7721- 1076- 13,756
 7721- 1076- 13,1399
 9823- 1076- 13,625
 9823- 1076- 13,1041
 9823- 1076- 13,1351
 9823- 1076- 13,835
 9823- 1076- 13,824
 1794- 1076- 13,515
 1794- 1076- 13,958
 1794- 1076- 13,42
 2695- 1076- 13,1281
 2695- 1076- 13,1431
 2695- 1076- 13,982
 2695- 1076- 13,772
 2695- 1076- 13,988
 2695- 1076- 13,339
 2695- 1076- 13,728
 7641- 1076- 13,1365
 7641- 1076- 13,1181
 7641- 1076- 13,173
 7641- 1076- 13,83
 7641- 1076- 13,474
 7641- 1076- 13,1129
 1360- 1076- 13,541
 1360- 1076- 13,930
 1360- 1076- 13,907
 1360- 1076- 13,1389
 1360- 1076- 13,1500
 1360- 1076- 13,25
 7410- 1076- 13,105
 7410- 1076- 13,1480
 7410- 1076- 13,471
 7410- 1076- 13,1526
 7410- 1076- 13,650
 7410- 1076- 13,161
 7410- 1076- 13,484
 3897- 1076- 13,1468
 3897- 1076- 13,1218
 3897- 1076- 13,409
 3897- 1076- 13,1278
 3897- 1076- 13,642
 3897- 1076- 13,580
 3897- 1076- 13,37
 4507- 1076- 13,47
 4507- 1076- 13,76
 4507- 1076- 13,719
 4507- 1076- 13,763
 4507- 1076- 13,1045
 4507- 1076- 13,197
 10026- 1076- 13,756
 10026- 1076- 13,627
 10026- 1076- 13,284
 10026- 1076- 13,899
 10026- 1076- 13,610
 10026- 1076- 13,333
 10026- 1076- 13,749
 4423- 1076- 13,82
 4423- 1076- 13,1484
 4423- 1076- 13,808
 4423- 1076- 13,1278
 4423- 1076- 13,281
 4423- 1076- 13,885
 4423- 1076- 13,1461
 217- 1076- 13,352
 217- 1076- 13,39
 217- 1076- 13,855
 217- 1076- 13,1525
 398- 1076- 13,522
 2086- 1076- 13,1398
 2086- 1076- 13,1454
 2086- 1076- 13,871
 7835- 1076- 13,616
 7835- 1076- 13,1098
 7835- 1076- 13,1208
 7835- 1076- 13,1292
 4168- 1076- 13,131
 4168- 1076- 13,973
 4168- 1076- 13,4
 4168- 1076- 13,940
 4168- 1076- 13,104
 4168- 1076- 13,640
 4168- 1076- 13,1416
 2040- 1085- 14,437
 2040- 1085- 14,520
 2040- 1085- 14,270
 2040- 1085- 14,1019
 3189- 1085- 14,1087
 3189- 1085- 14,1343
 9096- 1085- 14,600
 9096- 1085- 14,417
 9096- 1085- 14,966
 9096- 1085- 14,877
 7992- 1085- 14,1395
 7992- 1085- 14,812
 7992- 1085- 14,1002
 7992- 1085- 14,20
 7992- 1085- 14,263
 2544- 1085- 14,629
 2544- 1085- 14,1551
 2544- 1085- 14,1074
 2544- 1085- 14,945
 2544- 1085- 14,602
 2544- 1085- 14,1218
 2544- 1085- 14,929
 6504- 1085- 14,133
 6504- 1085- 14,310
 6504- 1085- 14,194
 6504- 1085- 14,543
 6504- 1085- 14,639
 2274- 1085- 14,1167
 2274- 1085- 14,718
 2274- 1085- 14,508
 2274- 1085- 14,724
 2274- 1085- 14,75
 2274- 1085- 14,464
 5534- 1077- 14,785
 5534- 1077- 14,1455
 5534- 1077- 14,1418
 5534- 1077- 14,702
 5534- 1077- 14,146
 5534- 1077- 14,669
 5534- 1077- 14,246
 5534- 1077- 14,369
 2531- 1077- 14,982
 2386- 1077- 14,710
 2386- 1077- 14,926
 2386- 1077- 14,277
 2288- 1077- 14,1103
 2288- 1077- 14,160
 2288- 1077- 14,1015
 2288- 1077- 14,1153
 2288- 1077- 14,11
 2288- 1077- 14,1465
 9740- 1077- 14,1390
 9740- 1077- 14,8
 9740- 1077- 14,1450
 9740- 1077- 14,241
 9740- 1077- 14,751
 9740- 1077- 14,1194
 6404- 1077- 14,162
 6404- 1077- 14,965
 6404- 1077- 14,942
 6404- 1077- 14,1424
 6404- 1077- 14,1121
 6404- 1077- 14,1204
 1569- 1077- 14,621
 4578- 1081- 14,519
 4578- 1081- 14,1068
 4578- 1081- 14,978
 4578- 1081- 14,103
 6513- 1081- 14,1302
 6513- 1081- 14,1492
 6568- 1081- 14,618
 6568- 1081- 14,408
 6568- 1081- 14,624
 6568- 1081- 14,1533
 6568- 1081- 14,778
 6568- 1081- 14,341
 2040- 1081- 14,185
 2040- 1081- 14,562
 2040- 1081- 14,990
 2040- 1081- 14,435
 2040- 1081- 14,957
 2040- 1081- 14,535
 4569- 1081- 14,155
 4569- 1081- 14,625
 4569- 1081- 14,1187
 4569- 1081- 14,232
 4569- 1081- 14,808
 9763- 1081- 14,549
 9763- 1081- 14,1004
 9763- 1081- 14,782
 9763- 1081- 14,305
 9763- 1081- 14,1320
 9763- 1081- 14,1100
 9763- 1081- 14,157
 2801- 1081- 14,1356
 2801- 1081- 14,534
 2801- 1081- 14,297
 2801- 1081- 14,180
 6173- 1081- 14,621
 6173- 1081- 14,11
 6173- 1081- 14,281
 6173- 1081- 14,298
 6173- 1081- 14,248
 10204- 1094- 14,68
 10204- 1094- 14,923
 10204- 1094- 14,1060
 10204- 1094- 14,1476
 10204- 1094- 14,1372
 10204- 1094- 14,856
 1943- 1094- 14,304
 1943- 1094- 14,188
 5403- 1094- 14,365
 5403- 1094- 14,421
 5403- 1094- 14,1396
 5403- 1094- 14,28
 5403- 1094- 14,604
 5403- 1094- 14,847
 5463- 1094- 14,1238
 5463- 1094- 14,895
 365- 1094- 14,766
 365- 1094- 14,23
 365- 1094- 14,279
 365- 1094- 14,656
 6580- 1094- 14,603
 6580- 1094- 14,487
 6580- 1094- 14,836
 9202- 1094- 14,903
 9202- 1094- 14,1146
 5832- 1094- 14,1308
 5832- 1094- 14,659
 5832- 1094- 14,1462
 5832- 1094- 14,1025
 5832- 1094- 14,1508
 5832- 1094- 14,60
 3405- 1080- 14,1074
 3405- 1080- 14,518
 3405- 1080- 14,1040
 3405- 1080- 14,618
 9917- 1080- 14,1267
 9917- 1080- 14,352
 9917- 1080- 14,395
 9917- 1080- 14,678
 9917- 1080- 14,974
 7313- 1080- 14,649
 7313- 1080- 14,626
 4272- 1080- 14,1015
 4272- 1080- 14,1086
 4272- 1080- 14,144
 4272- 1080- 14,999
 4272- 1080- 14,1136
 4272- 1080- 14,1552
 4272- 1080- 14,304
 4272- 1080- 14,932
 835- 1080- 14,280
 835- 1080- 14,563
 835- 1080- 14,1273
 835- 1080- 14,1116
 4182- 1080- 14,1499
 4182- 1080- 14,850
 4182- 1080- 14,1239
 4182- 1080- 14,925
 4182- 1080- 14,1408
 4182- 1080- 14,1518
 4182- 1080- 14,43
 8090- 1080- 14,1241
 8090- 1080- 14,459
 8090- 1080- 14,1248
 8090- 1080- 14,26
 3862- 1080- 14,13
 3862- 1080- 14,1415
 3862- 1080- 14,739
 3862- 1080- 14,795
 3862- 1080- 14,213
 2873- 1070- 15,1274
 1635- 1070- 15,63
 9699- 1070- 15,1005
 9699- 1070- 15,383
 9699- 1070- 15,1105
 6026- 1070- 15,196
 6026- 1070- 15,839
 9827- 1070- 15,918
 9827- 1070- 15,308
 9827- 1070- 15,165
 9827- 1070- 15,181
 9827- 1070- 15,132
 9827- 1070- 15,281
 9827- 1070- 15,1390
 5643- 1070- 15,1307
 5643- 1070- 15,1430
 7504- 1070- 15,1165
 7504- 1070- 15,1514
 7504- 1070- 15,52
 7504- 1070- 15,495
 7504- 1070- 15,1138
 7504- 1070- 15,1181
 7504- 1070- 15,1464
 7830- 1070- 15,1221
 7830- 1070- 15,518
 7830- 1070- 15,655
 7830- 1070- 15,1071
 3906- 1070- 15,790
 3906- 1070- 15,1472
 3906- 1070- 15,570
 3906- 1070- 15,1306
 3906- 1070- 15,1069
 4611- 1070- 15,414
 4611- 1070- 15,630
 6308- 1070- 15,1376
 6308- 1070- 15,833
 5747- 1070- 15,1176
 5747- 1070- 15,1432
 5747- 1070- 15,251
 1385- 1070- 15,101
 1385- 1070- 15,1543
 1385- 1070- 15,334
 1385- 1070- 15,844
 1385- 1070- 15,1287
 1385- 1070- 15,1516
 1385- 1070- 15,1
 1385- 1070- 15,284
 2252- 1070- 15,1468
 2252- 1070- 15,952
 2252- 1070- 15,941
 2252- 1070- 15,559
 2252- 1070- 15,563
 2252- 1070- 15,1378
 719- 1070- 15,46
 719- 1070- 15,516
 719- 1070- 15,1492
 719- 1070- 15,123
 5468- 1070- 15,439
 5468- 1070- 15,1309
 5468- 1070- 15,672
 5468- 1070- 15,196
 5468- 1070- 15,67
 5468- 1070- 15,1282
 5468- 1070- 15,340
 6949- 1070- 15,476
 6949- 1070- 15,520
 6949- 1070- 15,803
 6949- 1070- 15,1098
 6949- 1070- 15,942
 6949- 1070- 15,266
 6949- 1070- 15,736
 6154- 1070- 15,817
 6154- 1070- 15,1445
 6154- 1070- 15,290
 7883- 1070- 15,607
 5992- 1070- 15,1029
 5992- 1070- 15,1539
 5992- 1070- 15,424
 5992- 1070- 15,1066
 5458- 1070- 15,66
 5458- 1070- 15,975
 5458- 1070- 15,1364
 5458- 1070- 15,1341
 5458- 1070- 15,265
 5458- 1070- 15,376
 5458- 1070- 15,459
 4120- 1070- 15,1084
 4120- 1070- 15,595
 4120- 1070- 15,918
 4632- 1070- 15,1394
 4632- 1070- 15,80
 4632- 1070- 15,1321
 4632- 1070- 15,712
 4632- 1070- 15,569
 2563- 1070- 15,593
 2563- 1070- 15,903
 2987- 1070- 15,1419
 2987- 1070- 15,398
 2987- 1070- 15,760
 2987- 1070- 15,404
 4215- 1070- 15,1413
 4215- 1070- 15,830
 4215- 1070- 15,1020
 4215- 1070- 15,38
 4215- 1070- 15,281
 3840- 1070- 15,1333
 3840- 1070- 15,1044
 3840- 1070- 15,767
 3840- 1070- 15,1183
 2117- 1070- 15,903
 2117- 1070- 15,27
 2117- 1070- 15,682
 2117- 1070- 15,1418
 2117- 1070- 15,37
 3764- 1070- 15,526
